City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Udachnyy,RU,66.4167,112.4,25.45,92,100,13.87,overcast clouds
349,Kang,BW,-23.6752,22.7876,50.67,36,0,8.12,clear sky
350,Bushenyi,UG,-0.5853,30.2114,61.52,82,45,0.78,scattered clouds
351,Agirish,RU,61.9247,63.0231,53.01,80,5,10.92,clear sky
352,Mattru,SL,7.6244,-11.8332,72.64,98,91,3.2,light rain
353,Aasiaat,GL,68.7098,-52.8699,35.85,85,100,11.61,overcast clouds
354,Aklavik,CA,68.2191,-135.0107,44.6,93,75,2.3,broken clouds
355,Hamilton,US,39.1834,-84.5333,89.78,54,0,3.0,clear sky
356,Port Hardy,CA,50.6996,-127.4199,59.18,72,20,4.61,few clouds
357,High Level,CA,58.5169,-117.136,57.31,54,20,5.75,few clouds
358,Vao,NC,-22.6667,167.4833,73.67,79,0,8.16,clear sky
359,Birao,CF,10.2849,22.7882,72.93,90,19,1.92,light rain
360,Port Lincoln,AU,-34.7333,135.8667,55.26,86,71,17.72,broken clouds
361,Sakakah,SA,29.9697,40.2064,83.77,27,0,7.23,clear sky
362,Rio Gallegos,AR,-51.6226,-69.2181,46.45,49,0,20.71,clear sky
363,Amapa,BR,1.0,-52.0,79.0,71,98,8.41,overcast clouds
364,Oussouye,SN,12.485,-16.5469,78.98,96,100,4.74,light rain
365,Laguna De Perlas,NI,12.3429,-83.6712,84.29,81,61,1.88,broken clouds
366,Pomezia,IT,41.667,12.5052,70.92,75,40,3.44,scattered clouds
367,Hameenlinna,FI,60.996,24.4643,47.14,86,92,6.17,overcast clouds
368,Scarborough,GB,54.2797,-0.4044,58.91,77,85,1.01,overcast clouds
369,Severo-Kurilsk,RU,50.6789,156.125,49.48,73,55,15.43,broken clouds
370,Guerrero Negro,MX,27.9769,-114.0611,77.25,62,20,14.52,few clouds
371,Pindiga,NG,9.9833,10.9333,72.48,87,28,2.66,scattered clouds
372,Phibun Mangsahan,TH,15.2447,105.2291,73.38,94,100,2.26,heavy intensity rain
373,Sinazongwe,ZM,-17.2614,27.4618,79.29,44,54,3.47,broken clouds
374,Deputatskiy,RU,69.3,139.9,24.82,97,100,4.81,light snow
375,Carangola,BR,-20.7331,-42.0294,74.71,68,84,3.85,broken clouds
376,Grootfontein,NA,-19.5667,18.1167,49.57,32,0,2.3,clear sky
377,Lorengau,PG,-2.0226,147.2712,81.1,78,99,8.12,overcast clouds
378,Capelle,DE,51.7317,7.5923,52.14,80,9,3.44,clear sky
379,Sura Mare,RO,45.85,24.1667,48.06,82,40,2.3,scattered clouds
380,Cabedelo,BR,-6.9811,-34.8339,79.47,77,22,12.06,few clouds
381,Sola,VU,-13.8833,167.55,80.24,78,77,17.85,broken clouds
382,Tezu,IN,27.9167,96.1667,74.19,97,99,3.11,moderate rain
383,Kozluk,TR,38.1938,41.4885,71.85,22,78,8.39,light rain
384,Auburn,US,47.3073,-122.2284,81.12,38,0,11.5,clear sky
385,Lismore,AU,-28.8135,153.2773,61.93,94,100,3.44,mist
386,Caravelas,BR,-17.7125,-39.2481,72.19,78,15,8.9,few clouds
387,Jinka,ET,5.65,36.65,70.27,49,100,2.68,overcast clouds
388,Tazovskiy,RU,67.4667,78.7,35.37,81,100,23.13,light rain
389,Verkhnevilyuysk,RU,63.4453,120.3167,26.56,80,100,4.0,overcast clouds
390,Bazarnyye Mataki,RU,54.8833,49.9333,57.06,51,70,0.81,broken clouds
391,Asau,RO,46.4333,26.4,45.52,86,15,4.47,few clouds
392,Srednekolymsk,RU,67.45,153.6833,36.64,91,100,20.36,overcast clouds
393,Kropotkin,RU,45.4375,40.5756,66.25,78,100,5.35,overcast clouds
394,Otavi,NA,-19.65,17.3333,65.07,17,0,8.25,clear sky
395,Acapulco,MX,16.8634,-99.8901,84.02,74,100,9.22,overcast clouds
396,Pyshma,RU,56.9523,63.2513,59.9,53,98,6.08,overcast clouds
397,Coihaique,CL,-45.5752,-72.0662,46.35,66,75,6.91,broken clouds
398,Haltern,DE,51.743,7.1816,52.56,83,19,4.29,few clouds
399,Tiznit,MA,29.5833,-9.5,73.29,58,11,1.77,light rain
400,Marakkanam,IN,12.2,79.95,81.43,78,100,12.33,overcast clouds
401,Gandai,IN,21.6667,81.1,75.56,92,100,7.02,overcast clouds
402,Canto Do Buriti,BR,-8.11,-42.9444,90.66,27,13,7.81,few clouds
403,Bambous Virieux,MU,-20.3428,57.7575,71.22,88,40,11.5,light rain
404,Osoyoos,CA,49.0331,-119.4524,70.21,35,0,8.05,clear sky
405,Alice Springs,AU,-23.7,133.8833,57.22,26,2,5.75,clear sky
406,Mogwase,ZA,-25.185,27.2665,61.68,21,33,7.87,scattered clouds
407,Pokhara,NP,28.2333,83.9833,70.54,90,100,3.94,overcast clouds
408,Dire,ML,12.2833,-10.9667,74.75,92,100,1.45,overcast clouds
409,Varnamo,SE,57.186,14.04,44.06,85,24,1.01,few clouds
410,Waipawa,NZ,-41.4122,175.5153,54.16,74,2,3.06,clear sky
411,Mount Isa,AU,-20.7333,139.5,69.57,100,40,1.14,scattered clouds
412,Kalmunai,LK,7.4167,81.8167,79.56,76,10,2.68,clear sky
413,Wenzhou,CN,27.9994,120.6668,67.28,77,43,3.98,scattered clouds
414,Hun,LY,29.1268,15.9477,90.77,13,2,5.77,clear sky
415,Kuala Terengganu,MY,5.3302,103.1408,75.15,94,20,3.44,few clouds
416,Noumea,NC,-22.2763,166.4572,77.0,99,0,2.66,clear sky
417,Bubaque,GW,11.2833,-15.8333,76.78,87,100,6.64,light rain
418,Baykalsk,RU,51.5058,104.1469,47.32,82,100,5.82,overcast clouds
419,Katangli,RU,51.7102,143.2326,38.16,80,6,11.79,clear sky
420,Farmington,US,36.7281,-108.2187,85.21,31,0,6.91,clear sky
421,Inongo,CD,-1.95,18.2667,69.48,94,98,3.29,overcast clouds
422,Diamantino,BR,-14.4086,-56.4461,90.79,37,84,7.7,moderate rain
423,Manicore,BR,-5.8092,-61.3003,93.15,49,0,5.75,clear sky
424,Wanaka,NZ,-44.7,169.15,45.1,93,40,1.12,scattered clouds
425,Orange Cove,US,36.6244,-119.3137,83.25,46,40,0.0,scattered clouds
426,Negombo,LK,7.2083,79.8358,80.65,89,40,5.75,scattered clouds
427,Kawalu,ID,-7.3817,108.2082,70.75,97,100,0.76,overcast clouds
428,Vanimo,PG,-2.6741,141.3028,76.68,87,100,4.88,overcast clouds
429,Bandarban,BD,22.1965,92.2262,74.08,92,6,2.89,clear sky
430,Broken Hill,AU,-31.95,141.4333,53.17,90,87,24.49,overcast clouds
431,Antalaha,MG,-14.9003,50.2788,67.19,83,19,8.19,light rain
432,Poum,NC,-20.2333,164.0167,75.09,78,0,11.34,clear sky
433,Kenora,CA,49.8167,-94.4337,68.97,56,75,15.01,broken clouds
434,Tessalit,ML,20.1986,1.0114,95.02,26,61,11.23,broken clouds
435,Gamba,GA,-2.65,10.0,75.2,86,100,6.87,overcast clouds
436,Badiraguato,MX,25.3667,-107.5167,87.71,84,88,3.78,overcast clouds
437,Hospet,IN,15.2667,76.4,70.9,85,100,9.62,overcast clouds
438,Fortuna,US,40.5982,-124.1573,73.92,71,32,5.99,scattered clouds
439,San Ignacio,BZ,17.1561,-89.0714,89.74,62,20,4.61,few clouds
440,Nipawin,CA,53.3668,-104.0009,57.24,100,100,13.8,overcast clouds
441,Fougeres,FR,48.35,-1.2,57.06,90,60,7.65,broken clouds
442,Mangrol,IN,21.1167,70.1167,78.84,77,8,9.31,clear sky
443,Flin Flon,CA,54.7682,-101.865,51.64,93,100,6.91,overcast clouds
444,Phek,IN,25.6667,94.5,61.41,99,100,1.63,moderate rain
445,Xuanzhou,CN,30.9525,118.7553,63.41,80,100,5.06,overcast clouds
446,Polis,CY,35.0367,32.4264,78.62,73,39,5.55,scattered clouds
447,Saint-Louis,SN,16.3333,-15.0,93.07,43,92,12.84,overcast clouds
448,Umm Lajj,SA,25.0213,37.2685,80.87,56,0,2.21,clear sky
449,Culleredo,ES,43.2879,-8.3886,69.62,66,0,5.01,clear sky
450,Wanning,CN,18.8003,110.3967,79.03,82,99,0.92,overcast clouds
451,Warrington,GB,53.3925,-2.5802,60.91,80,100,5.75,overcast clouds
452,Hambantota,LK,6.1241,81.1185,79.34,82,8,16.98,clear sky
453,Fukue,JP,32.6881,128.8419,70.03,62,84,28.77,broken clouds
454,Marsh Harbour,BS,26.5412,-77.0636,84.6,70,0,11.77,clear sky
455,Novikovo,RU,51.1537,37.8879,53.96,66,100,6.53,overcast clouds
456,Bose,IT,45.4612,8.0137,60.3,62,1,5.5,clear sky
457,Anyama,CI,5.4946,-4.0518,74.05,90,73,4.88,broken clouds
458,Pasni,PK,25.2631,63.471,79.39,79,55,7.31,broken clouds
459,Waverly,US,42.7392,-84.6208,73.56,64,0,14.97,clear sky
460,Xuddur,SO,4.1213,43.8894,73.72,72,100,15.77,overcast clouds
461,Beaverlodge,CA,55.2166,-119.4361,58.35,35,11,5.01,few clouds
462,Virginia Beach,US,36.8529,-75.978,89.64,50,20,9.22,few clouds
463,Bambanglipuro,ID,-7.95,110.2833,75.24,89,100,4.81,overcast clouds
464,Chernyshevskiy,RU,63.0128,112.4714,33.37,97,100,10.11,light snow
465,Beloha,MG,-25.1667,45.05,70.57,67,0,6.35,clear sky
466,Sambava,MG,-14.2667,50.1667,67.86,86,21,12.37,light rain
467,Te Anau,NZ,-45.4167,167.7167,45.03,90,91,0.78,overcast clouds
468,San Andres,CO,12.5847,-81.7006,86.02,66,100,6.91,overcast clouds
469,Tanete,ID,-3.9443,119.7848,72.3,96,100,3.15,overcast clouds
470,Muttupet,IN,10.4,79.4833,80.67,84,86,9.62,overcast clouds
471,Sorland,NO,67.667,12.6934,49.48,67,99,20.38,overcast clouds
472,Purpe,RU,64.4803,76.6897,48.29,95,100,24.58,light rain
473,Kralendijk,BQ,12.15,-68.2667,87.78,66,20,5.75,few clouds
474,Mogadishu,SO,2.0371,45.3438,77.58,86,76,14.58,broken clouds
475,Asten,NL,51.4042,5.7486,51.93,85,11,5.17,few clouds
476,Manbij,SY,36.5281,37.9549,75.76,64,1,14.38,clear sky
477,Yar-Sale,RU,66.8333,70.8333,50.49,98,100,14.56,light rain
478,Rocha,UY,-34.4833,-54.3333,51.85,77,100,7.76,overcast clouds
479,Unity,CA,52.4501,-109.1682,56.25,53,96,13.8,overcast clouds
480,Ambon,ID,-3.6954,128.1814,76.23,16,93,1.41,overcast clouds
481,Kayerkan,RU,69.3497,87.7602,26.53,73,100,7.34,overcast clouds
482,Nome,US,64.5011,-165.4064,44.17,81,0,8.05,clear sky
483,Sesimbra,PT,38.4445,-9.1015,76.66,94,100,6.17,overcast clouds
484,Belaya Gora,RU,68.5333,146.4167,31.78,98,100,13.49,snow
485,Samarai,PG,-10.6167,150.6667,80.31,85,100,11.05,overcast clouds
486,Aden,YE,12.7794,45.0367,89.94,62,60,4.14,broken clouds
487,Noyabrsk,RU,63.1994,75.4507,52.61,98,100,19.35,light rain
488,Kolyvan,RU,55.3053,82.7391,40.62,81,11,3.15,few clouds
489,Milkovo,RU,54.7167,158.6167,48.78,77,84,21.94,broken clouds
490,Geraldton,AU,-28.7667,114.6,50.41,93,89,8.05,overcast clouds
491,Alofi,NU,-19.0595,-169.9187,71.49,94,75,11.5,broken clouds
492,Allende,MX,25.2833,-100.0167,88.99,52,33,6.53,scattered clouds
493,Vardo,NO,70.3705,31.1107,37.38,87,100,11.5,overcast clouds
494,Bindura,ZW,-17.3019,31.3306,68.81,32,2,1.28,clear sky
495,Lyuban,BY,52.7985,28.0048,47.28,90,76,2.93,broken clouds
496,Luganville,VU,-15.5333,167.1667,80.55,76,31,6.62,scattered clouds
497,Whitehorse,CA,60.7161,-135.0538,56.17,63,75,13.8,broken clouds
498,Hobyo,SO,5.3505,48.5268,76.57,90,5,19.13,clear sky
499,Eston,CA,51.1501,-108.7514,51.93,51,99,17.63,overcast clouds
500,Kouango,CF,4.9934,19.9619,71.24,97,100,3.42,overcast clouds
501,Kirakira,SB,-10.4544,161.9205,79.41,86,100,11.27,overcast clouds
502,Sayyan,YE,15.1718,44.3244,63.54,54,87,3.94,overcast clouds
503,Benemerito De Las Americas,MX,16.5167,-90.6439,90.09,49,72,4.68,broken clouds
504,Nizwa,OM,22.9333,57.5333,83.68,47,15,1.7,few clouds
505,Opuwo,NA,-18.0607,13.84,68.4,22,0,2.24,clear sky
506,Margate,GB,51.3813,1.3862,61.3,70,99,6.33,overcast clouds
507,Pochutla,MX,15.7432,-96.4661,80.04,84,100,4.9,overcast clouds
508,Roebourne,AU,-20.7833,117.1333,68.04,37,0,8.34,clear sky
509,Coruripe,BR,-10.1256,-36.1756,73.42,77,0,8.23,clear sky
510,Marsa Matruh,EG,31.3525,27.2453,75.4,73,40,10.36,scattered clouds
511,Boyolangu,ID,-8.1181,111.8935,73.87,92,100,4.81,overcast clouds
512,Moroni,KM,-11.7022,43.2551,73.71,80,33,1.99,scattered clouds
513,Rochegda,RU,62.8,43.25,46.71,95,100,9.42,light rain
514,Andenes,NO,69.3143,16.1194,44.58,76,75,11.5,broken clouds
515,Ouahigouya,BF,13.5828,-2.4216,75.07,89,100,11.41,overcast clouds
516,Kapuskasing,CA,49.4169,-82.4331,73.4,60,75,13.8,broken clouds
517,Assiniboia,CA,49.6334,-105.9845,51.62,54,92,20.71,overcast clouds
518,Goure,NE,13.9835,10.2704,71.02,61,99,19.39,moderate rain
519,Wattegama,LK,6.7989,81.4808,75.88,82,9,5.28,clear sky
520,San Luis,AR,-33.295,-66.3356,61.86,31,91,4.36,overcast clouds
521,Sutton,GB,51.35,-0.2,61.7,76,0,1.14,clear sky
522,Casino,AU,-28.8667,153.05,61.79,85,97,1.3,moderate rain
523,Kalabo,ZM,-14.97,22.6814,76.66,46,80,4.14,broken clouds
524,Two Rivers,US,44.1539,-87.5693,78.37,85,75,12.66,broken clouds
525,Mariinsk,RU,56.2139,87.7472,41.18,93,70,0.22,broken clouds
526,Yaya,RU,56.206,86.44,42.21,93,94,2.66,overcast clouds
527,Nanga Eboko,CM,4.6833,12.3667,67.55,98,97,0.38,overcast clouds
528,Mount Gambier,AU,-37.8333,140.7667,50.25,99,100,3.53,overcast clouds
529,Calabar,NG,4.9517,8.322,73.06,96,100,1.66,moderate rain
530,Varazdin,HR,46.3044,16.3378,45.81,73,42,0.51,scattered clouds
531,Ocampo,MX,21.65,-101.5,72.46,39,16,17.78,few clouds
532,Pangody,RU,65.85,74.4859,46.94,97,100,18.77,light rain
533,Dickinson,US,29.4608,-95.0513,95.16,54,40,6.91,scattered clouds
534,Ciechanow,PL,52.8814,20.62,48.42,95,66,8.08,broken clouds
535,Keti Bandar,PK,24.1447,67.4497,80.67,71,36,12.1,scattered clouds
536,La Rioja,ES,42.25,-2.5,56.98,52,0,5.48,clear sky
537,Bacolod,PH,10.6667,122.95,77.92,89,100,5.64,overcast clouds
538,Olkhovatka,RU,50.2831,39.2872,55.33,56,84,9.64,broken clouds
539,Wana,PK,32.2989,69.5725,74.01,49,0,2.91,clear sky
540,Pundaguitan,PH,6.3711,126.1689,83.25,71,100,5.21,overcast clouds
541,Pangnirtung,CA,66.1451,-65.7125,37.4,65,75,11.5,broken clouds
542,Kulhudhuffushi,MV,6.6221,73.07,80.08,80,91,10.0,overcast clouds
543,Saint-Gaudens,FR,43.0833,0.6667,57.02,54,0,5.59,clear sky
544,Slave Lake,CA,55.2834,-114.769,53.58,66,0,6.91,clear sky
545,Jumla,NP,29.2747,82.1838,60.3,96,100,2.51,overcast clouds
546,Auki,SB,-8.7676,160.7034,77.16,87,99,4.88,light rain
547,Mata,PT,40.683,-7.4592,65.93,82,7,3.0,clear sky
548,Vostok,RU,46.4856,135.8833,30.18,79,0,5.88,clear sky
549,Totness,SR,5.8833,-56.3167,78.35,86,96,9.71,light rain
550,Leh,IN,34.1667,77.5833,54.01,41,75,4.7,broken clouds
551,Hirara,JP,24.8,125.2833,79.86,76,88,26.13,overcast clouds
552,Bitung,ID,1.4451,125.1824,74.25,80,96,5.97,overcast clouds
553,Zaysan,KZ,47.4667,84.8667,58.23,23,0,7.2,clear sky
554,Fianarantsoa,MG,-21.4333,47.0833,55.87,84,100,9.6,overcast clouds
555,El Colomo,MX,19.05,-104.25,80.82,81,100,3.74,overcast clouds
556,Nova Olimpia,BR,-14.7972,-57.2881,90.34,43,76,3.38,broken clouds
557,Bida,NG,9.0833,6.0167,75.9,86,46,3.11,scattered clouds
558,Maceio,BR,-9.6658,-35.7353,78.24,69,0,9.22,clear sky
559,Nantucket,US,41.2835,-70.0995,66.34,48,100,14.52,overcast clouds
560,Anito,PH,12.4497,125.2886,77.14,90,100,5.14,overcast clouds
561,Mitsamiouli,KM,-11.3847,43.2844,74.89,80,28,9.17,scattered clouds
562,Fort Frances,CA,48.5999,-93.4003,71.06,68,75,6.91,broken clouds
563,Taltal,CL,-25.4,-70.4833,59.38,64,0,7.76,clear sky
564,Dalaba,GN,10.7,-12.25,63.21,93,100,0.74,overcast clouds
565,Bilibino,RU,68.0546,166.4372,34.21,63,100,8.57,overcast clouds
566,Leshukonskoye,RU,64.8989,45.7622,47.28,97,100,5.32,light rain
567,Homer,US,59.6425,-151.5483,51.67,82,100,3.44,overcast clouds
568,Kaitangata,NZ,-46.2817,169.8464,49.48,93,60,2.28,broken clouds
569,Coahuayana,MX,18.7333,-103.6833,77.31,93,100,0.72,overcast clouds
570,Puerto Del Rosario,ES,28.5004,-13.8627,74.95,83,20,9.22,few clouds
571,Tete,MZ,-16.1564,33.5867,81.72,24,0,1.3,clear sky
572,Nizhniy Tsasuchey,RU,50.5167,115.1333,46.8,70,100,14.0,overcast clouds
573,Gravelbourg,CA,49.8834,-106.5512,52.07,46,100,19.51,overcast clouds
574,Cururupu,BR,-1.8283,-44.8683,77.77,80,81,5.21,broken clouds
575,Monrovia,LR,6.3005,-10.7969,78.57,87,100,10.98,light rain
576,Bac Lieu,VN,9.285,105.7244,77.74,88,100,9.44,overcast clouds
577,Bata,GQ,1.8639,9.7658,76.71,85,99,4.05,overcast clouds
578,Shieli,KZ,44.1667,66.75,72.72,22,0,13.04,clear sky
579,Sechura,PE,-5.5569,-80.8222,74.44,55,92,19.42,overcast clouds
580,Turan,VN,16.0678,108.2208,76.98,94,75,4.61,moderate rain
581,Broome,US,42.2506,-75.833,71.02,75,100,9.22,overcast clouds
582,Haines Junction,CA,60.7522,-137.5108,62.55,45,100,3.44,overcast clouds
583,Olinda,BR,-8.0089,-34.8553,80.33,61,20,5.75,few clouds
584,Taoudenni,ML,22.6783,-3.9836,100.63,11,1,9.04,clear sky
585,Fort-Shevchenko,KZ,44.5086,50.263,75.61,35,0,8.1,clear sky
586,Aguas Formosas,BR,-17.0822,-40.9358,80.46,46,9,6.13,clear sky
587,Asfi,MA,32.2994,-9.2372,71.85,83,0,7.45,clear sky
588,Malaga,ES,36.7202,-4.4203,74.73,80,20,1.14,few clouds
589,Bonavista,CA,48.6499,-53.1147,51.8,65,0,8.43,clear sky
590,Cristalina,BR,-16.7686,-47.6136,75.02,50,81,2.1,broken clouds
591,Ambulu,ID,-8.345,113.6058,74.26,89,100,3.33,moderate rain
592,Kupang,ID,-10.1667,123.5833,76.5,84,64,5.84,broken clouds
593,Swan Hill,AU,-35.3378,143.5544,51.64,97,100,15.93,overcast clouds
594,Port Moresby,PG,-9.4431,147.1797,76.42,94,20,5.75,few clouds
595,Hay River,CA,60.8156,-115.7999,62.56,39,40,6.91,scattered clouds
596,Brownsville,US,25.9018,-97.4975,91.4,65,0,5.75,clear sky
597,Oberriet,CH,47.3199,9.5661,52.61,81,100,1.14,overcast clouds
598,Daru,PG,-9.0763,143.2092,79.43,87,91,14.94,overcast clouds
599,Mehamn,NO,71.0357,27.8492,42.75,70,75,5.75,broken clouds
600,Cascais,PT,38.6979,-9.4215,76.86,85,20,18.01,few clouds
601,Praia,CV,14.9215,-23.5087,79.34,78,20,13.8,few clouds
602,Lucea,JM,18.451,-78.1736,87.66,69,7,9.28,clear sky
603,Polysayevo,RU,54.6012,86.2459,45.32,82,95,0.78,overcast clouds
604,Wuwei,CN,37.9281,102.6414,60.53,54,91,2.06,overcast clouds
605,Maputo,MZ,-25.9653,32.5892,63.23,82,75,17.27,drizzle
606,Kruisfontein,ZA,-34.0033,24.7314,53.89,85,0,5.19,clear sky
607,Berlevag,NO,70.8578,29.0864,42.8,81,75,14.97,broken clouds
608,Birjand,IR,32.8663,59.2211,63.07,22,0,6.91,clear sky
609,Teknaf,BD,20.8624,92.3058,77.14,91,33,6.58,scattered clouds
610,Itarema,BR,-2.9248,-39.9167,77.79,84,67,17.6,broken clouds
611,Usinsk,RU,65.9939,57.5281,49.48,90,100,21.43,light rain
612,Agadez,NE,19.75,10.25,90.1,9,0,12.01,clear sky
613,Angra Dos Reis,BR,-23.0067,-44.3181,68.59,86,66,1.83,broken clouds
614,Tecoanapa,MX,16.5167,-98.75,81.48,84,100,8.32,overcast clouds
615,Emilio Carranza,MX,19.9711,-96.6114,81.54,77,86,8.88,overcast clouds
616,Terney,RU,45.0503,136.6092,42.57,59,0,6.67,clear sky
617,Kindu,CD,-2.95,25.95,71.24,84,43,0.96,scattered clouds
618,Buraydah,SA,26.326,43.975,91.85,18,56,13.18,broken clouds
619,Bodden Town,KY,19.2833,-81.25,86.0,72,40,3.44,scattered clouds
620,Carutapera,BR,-1.195,-46.02,79.25,79,70,7.61,broken clouds
621,Koroni,GR,36.8,21.95,69.51,77,0,6.26,clear sky
622,Qiongshan,CN,20.0058,110.3542,75.18,100,0,0.0,clear sky
623,Nabire,ID,-3.3667,135.4833,74.62,91,100,3.8,overcast clouds
624,Fez,MA,34.0372,-4.9998,77.25,69,75,8.05,thunderstorm with rain
625,Ginir,ET,7.1333,40.7,64.36,59,100,1.97,overcast clouds
626,Cozumel,MX,20.5083,-86.9458,89.01,74,11,5.99,few clouds
627,Balkanabat,TM,39.5108,54.3671,80.76,17,0,8.43,clear sky
628,Muisne,EC,0.6,-80.0333,76.42,79,88,11.48,overcast clouds
629,Lisakovsk,KZ,52.5369,62.4936,60.76,22,0,5.66,clear sky
630,Ostend,BE,51.2234,2.9119,57.09,72,75,5.75,broken clouds
631,Seljord,NO,59.4894,8.634,42.4,79,7,3.24,clear sky
632,Atar,MR,20.5169,-13.0499,93.2,27,42,16.2,scattered clouds
633,Santa Maria,BR,-29.6842,-53.8069,70.9,56,0,8.05,clear sky
634,Ponta Delgada,PT,37.7333,-25.6667,77.5,78,20,3.44,few clouds
635,San Jose,US,37.3394,-121.895,80.58,41,75,8.01,broken clouds
636,Ganzhou,CN,28.8184,115.4327,67.51,60,95,6.51,overcast clouds
637,Zhanakorgan,KZ,43.9098,67.2495,73.87,21,0,14.29,clear sky
638,Yekaterinoslavka,RU,50.3734,129.1139,41.32,58,100,12.35,overcast clouds
639,Yarmouth,US,41.7057,-70.2286,66.34,83,100,8.05,overcast clouds
640,Iwanai,JP,42.9744,140.5089,49.42,69,58,3.27,broken clouds
641,Bandarbeyla,SO,9.4942,50.8122,78.39,85,52,19.44,broken clouds
642,Rocky Mountain House,CA,52.3668,-114.9188,53.71,40,6,6.91,clear sky
643,Shimoda,JP,34.6667,138.95,63.1,87,100,15.19,overcast clouds
644,Svetlogorsk,BY,52.6333,29.7333,46.29,88,99,4.12,overcast clouds
645,Mardin,TR,37.3131,40.7436,78.08,16,64,8.79,broken clouds
646,Jadu,LY,31.953,12.0261,77.61,34,2,3.42,clear sky
647,Finote Selam,ET,10.7,37.2667,58.15,98,100,3.0,moderate rain
648,Adamovka,RU,51.5223,59.9396,60.46,21,0,6.42,clear sky
649,Pietersburg,ZA,-23.9045,29.4688,57.02,90,57,8.23,moderate rain
650,Finnsnes,NO,69.2296,17.9811,41.61,77,94,4.38,overcast clouds
651,Sartell,US,45.6216,-94.2069,87.19,67,100,1.01,overcast clouds
652,Sovetskaya Gavan,RU,48.9723,140.2878,39.43,63,2,8.7,clear sky
653,Kokopo,PG,-4.352,152.2633,76.06,84,100,3.67,light rain
654,Salmas,IR,38.1973,44.7653,68.25,18,35,5.84,scattered clouds
655,Thinadhoo,MV,0.5333,72.9333,80.42,76,17,4.97,few clouds
656,Adre,TD,13.4667,22.2,78.73,58,87,3.15,overcast clouds
657,Tingi,TZ,-11.3,35.0333,64.42,64,2,6.26,clear sky
658,Robertsport,LR,6.7533,-11.3686,77.18,86,99,11.77,light rain
659,Santa Marta,CO,11.2408,-74.199,86.9,74,75,12.66,light intensity drizzle
660,Nevers,FR,46.9167,3.3333,49.69,67,99,4.52,overcast clouds
661,Kosterevo,RU,55.9299,39.6144,46.44,89,55,2.53,broken clouds
662,Kamenka,RU,51.3223,42.7678,53.71,58,97,6.62,overcast clouds
663,Alekseyevka,RU,50.6309,38.6903,55.8,61,100,8.25,overcast clouds
664,Valentin Gomez Farias,MX,28.2167,-106.5833,77.85,46,60,12.26,broken clouds
665,Calabozo,VE,8.9242,-67.4293,85.28,70,81,4.34,broken clouds
666,Genhe,CN,50.7833,121.5167,41.43,75,100,4.76,overcast clouds
667,Tabat,ID,-2.635,115.2274,71.82,99,100,1.9,overcast clouds
668,Forbes,AU,-33.3833,148.0167,61.92,64,100,8.97,moderate rain
669,Khilok,RU,51.3674,110.4676,42.37,85,100,11.52,overcast clouds
670,Dzhebariki-Khaya,RU,62.2167,135.8,24.71,74,5,3.27,clear sky
671,Kutum,SD,14.2,24.6667,76.3,53,52,5.46,broken clouds
672,Quibor,VE,9.9287,-69.6201,83.37,64,99,1.86,overcast clouds
673,Holovyne,UA,50.4712,28.8253,47.64,94,100,9.4,overcast clouds
674,Barranquilla,CO,10.9639,-74.7964,80.38,83,75,9.22,broken clouds
675,Naica,MX,27.85,-105.4833,84.79,36,65,9.42,broken clouds
676,Mega,ET,4.05,38.3,63.84,55,100,10.42,overcast clouds
677,Puerto Escondido,MX,15.85,-97.0667,80.74,83,100,5.66,overcast clouds
678,Konevo,RU,62.1215,39.3192,46.38,94,100,7.78,overcast clouds
679,Bangangte,CM,5.1409,10.5198,61.05,97,85,2.95,overcast clouds
680,Nueva Loja,EC,0.0847,-76.8828,89.62,51,75,8.05,broken clouds
681,Alcudia,ES,39.8532,3.1214,75.25,63,9,3.89,clear sky
682,Mamontovo,RU,52.7055,81.6244,53.71,69,68,6.35,broken clouds
683,Samana,DO,19.2056,-69.3369,86.22,79,40,11.5,scattered clouds
684,Sabha,LY,27.0377,14.4283,89.69,12,0,7.31,clear sky
685,Trinidad,BO,-14.8333,-64.9,98.58,41,20,14.97,smoke
686,Bonaventure,CA,48.0457,-65.4926,55.98,71,100,4.61,light rain
687,Amazar,RU,53.858,120.875,32.7,94,43,1.59,scattered clouds
688,Jiblah,YE,13.9216,44.1467,65.64,58,99,5.88,overcast clouds
689,Tynda,RU,55.1667,124.7167,31.19,94,92,1.07,overcast clouds
